algorithm,problem,problem_name,dim,n_constraints,seed,N,MaxIter,penalty,feasibility_tolerance,paper_reported_f,best_fitness,raw_objective,feasible,within_bounds,max_violation,curve_start,curve_end,curve_len,elapsed_seconds,status,message,x1,x2,x3,x4,x5,x6,x7
GWO,spring,Tension/compression spring,3,4,1010,30,500,1e+30,1e-08,0.0126656,0.013331652582574979,0.013331652582574979,True,True,0.0,1e+30,0.013331652582574979,500,0.5252556999912485,PASS,,0.05779911052789204,0.521863726864323,5.6468851230664425,,,,
GWO,spring,Tension/compression spring,3,4,1011,30,500,1e+30,1e-08,0.0126656,0.012710354588281488,0.012710354588281488,True,True,0.0,1e+30,0.012710354588281488,500,0.5205026000039652,PASS,,0.05280323610303722,0.38369602377811435,9.880898584013051,,,,
GWO,spring,Tension/compression spring,3,4,1012,30,500,1e+30,1e-08,0.0126656,0.013039597993682032,0.013039597993682032,True,True,0.0,1e+30,0.013039597993682032,500,0.525231099978555,PASS,,0.05631763554151048,0.4786235395536915,6.58976578858593,,,,
GWO,spring,Tension/compression spring,3,4,1013,30,500,1e+30,1e-08,0.0126656,0.013742181871009115,0.013742181871009115,True,True,0.0,0.19070373175069025,0.013742181871009115,500,0.5146174000110477,PASS,,0.0596634628425266,0.5805563867403146,4.649582410336808,,,,
GWO,spring,Tension/compression spring,3,4,1014,30,500,1e+30,1e-08,0.0126656,0.012692516407914283,0.012692516407914283,True,True,0.0,1e+30,0.012692516407914283,500,0.5173219999996945,PASS,,0.05171476542147425,0.35731485831860005,11.282124274723548,,,,
GWO,spring,Tension/compression spring,3,4,1015,30,500,1e+30,1e-08,0.0126656,0.012697847100101195,0.012697847100101195,True,True,0.0,1e+30,0.012697847100101195,500,0.5149579000426456,PASS,,0.05110310047976623,0.342412762726836,12.19991188420182,,,,
GWO,spring,Tension/compression spring,3,4,1016,30,500,1e+30,1e-08,0.0126656,0.012921970751910285,0.012921970751910285,True,True,0.0,1e+30,0.012921970751910285,500,0.519178600050509,PASS,,0.05519415156113341,0.4460729414392007,7.509041661397905,,,,
GWO,spring,Tension/compression spring,3,4,1017,30,500,1e+30,1e-08,0.0126656,0.012732760475592936,0.012732760475592936,True,True,0.0,1e+30,0.012732760475592936,500,0.5161573000368662,PASS,,0.05,0.3172566986553898,14.053574949947391,,,,
GWO,spring,Tension/compression spring,3,4,1018,30,500,1e+30,1e-08,0.0126656,0.012871033283604788,0.012871033283604788,True,True,0.0,1e+30,0.012871033283604788,500,0.5240299999713898,PASS,,0.0550771004160056,0.4438208323176604,7.560125491614202,,,,
GWO,spring,Tension/compression spring,3,4,1019,30,500,1e+30,1e-08,0.0126656,0.012708629912942922,0.012708629912942922,True,True,0.0,1e+30,0.012708629912942922,500,0.5209641000255942,PASS,,0.053058522866886636,0.39042078736949887,9.562599672233196,,,,
GWO,spring,Tension/compression spring,3,4,1020,30,500,1e+30,1e-08,0.0126656,0.012731119932229995,0.012731119932229995,True,True,0.0,0.1585766608438873,0.012731119932229995,500,0.5123615000047721,PASS,,0.05,0.31731603858711516,14.048504814211997,,,,
GWO,spring,Tension/compression spring,3,4,1021,30,500,1e+30,1e-08,0.0126656,0.0137454056556469,0.0137454056556469,True,True,0.0,0.04935181885396205,0.0137454056556469,500,0.5163958999910392,PASS,,0.05964951202205376,0.5799635588746329,4.661055692771475,,,,
GWO,spring,Tension/compression spring,3,4,1022,30,500,1e+30,1e-08,0.0126656,0.012734112992925584,0.012734112992925584,True,True,0.0,0.15840760075031818,0.012734112992925584,500,0.5192899000248872,PASS,,0.050000403260569586,0.31731355621237406,14.052144435028843,,,,
GWO,spring,Tension/compression spring,3,4,1023,30,500,1e+30,1e-08,0.0126656,0.012739374806602708,0.012739374806602708,True,True,0.0,1e+30,0.012739374806602708,500,0.520961600006558,PASS,,0.050109627481361836,0.3197527900441798,13.866875871501543,,,,
GWO,spring,Tension/compression spring,3,4,1024,30,500,1e+30,1e-08,0.0126656,1e+30,2.1170130485807226,False,True,0.9999366725973814,1e+30,1e+30,500,0.5217719000065699,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.6788008397773113,0.5212704505240988,6.814053583927774,,,,
GWO,spring,Tension/compression spring,3,4,1025,30,500,1e+30,1e-08,0.0126656,0.013790228006511317,0.013790228006511317,True,True,0.0,1e+30,0.013790228006511317,500,0.5222756000002846,PASS,,0.059734664535786956,0.5820511880960945,4.639836854934539,,,,
GWO,spring,Tension/compression spring,3,4,1026,30,500,1e+30,1e-08,0.0126656,0.01274295082862724,0.01274295082862724,True,True,0.0,1e+30,0.01274295082862724,500,0.5230155999888666,PASS,,0.05,0.3172228240323501,14.068138687685002,,,,
GWO,spring,Tension/compression spring,3,4,1027,30,500,1e+30,1e-08,0.0126656,0.01270079720337744,0.01270079720337744,True,True,0.0,1e+30,0.01270079720337744,500,0.5350797999999486,PASS,,0.050448317511973095,0.3275786765201014,13.234281775173868,,,,
GWO,spring,Tension/compression spring,3,4,1028,30,500,1e+30,1e-08,0.0126656,1e+30,22.56576237070122,False,True,0.9999941802700827,1e+30,1e+30,500,0.5370328000281006,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.6415336032947436,0.6553172657621131,10.779058110718566,,,,
GWO,spring,Tension/compression spring,3,4,1029,30,500,1e+30,1e-08,0.0126656,0.012905187578920866,0.012905187578920866,True,True,0.0,1e+30,0.012905187578920866,500,0.5162126999930479,PASS,,0.05514854425463946,0.4456088398271089,7.522312238070615,,,,
SCHO,spring,Tension/compression spring,3,4,1000,30,500,1e+30,1e-08,0.0126656,0.01344289781388731,0.01344289781388731,True,True,0.0,0.09278357672170759,0.01344289781388731,500,0.4990223999484442,PASS,,0.05808224057051532,0.5299701719940573,5.518907597261367,,,,
SCHO,spring,Tension/compression spring,3,4,1001,30,500,1e+30,1e-08,0.0126656,0.01849012794576164,0.01849012794576164,True,True,0.0,1e+30,0.01849012794576164,500,0.49354740005219355,PASS,,0.05936848783763542,0.49961865142568374,8.5,,,,
SCHO,spring,Tension/compression spring,3,4,1002,30,500,1e+30,1e-08,0.0126656,0.014278649531240202,0.014278649531240202,True,True,0.0,1e+30,0.014278649531240202,500,0.4893000000156462,PASS,,0.06141179852658647,0.6385710445244887,3.928902099308275,,,,
SCHO,spring,Tension/compression spring,3,4,1003,30,500,1e+30,1e-08,0.0126656,0.013886332123832383,0.013886332123832383,True,True,0.0,1e+30,0.013886332123832383,500,0.48684899997897446,PASS,,0.06007155114356663,0.5933364522156364,4.485580066347362,,,,
SCHO,spring,Tension/compression spring,3,4,1004,30,500,1e+30,1e-08,0.0126656,0.014814380700904833,0.014814380700904833,True,True,0.0,1e+30,0.014814380700904833,500,0.5416478000115603,PASS,,0.06292474733448435,0.6915702335751766,3.410086987077284,,,,
SCHO,spring,Tension/compression spring,3,4,1005,30,500,1e+30,1e-08,0.0126656,0.015335077872304276,0.015335077872304276,True,True,0.0,1e+30,0.015335077872304276,500,0.6140329000190832,PASS,,0.06408671647758446,0.7338087835342757,3.0882335616187753,,,,
SCHO,spring,Tension/compression spring,3,4,1006,30,500,1e+30,1e-08,0.0126656,0.016507767502128533,0.016507767502128533,True,True,0.0,1e+30,0.016507767502128533,500,0.47707109997281805,PASS,,0.05747624445739628,0.49980457578087056,7.997958949270863,,,,
SCHO,spring,Tension/compression spring,3,4,1007,30,500,1e+30,1e-08,0.0126656,0.01979931479525741,0.01979931479525741,True,True,0.0,1e+30,0.01979931479525741,500,0.47531000000890344,PASS,,0.06527035788327229,0.775,3.996757268667287,,,,
SCHO,spring,Tension/compression spring,3,4,1008,30,500,1e+30,1e-08,0.0126656,0.012911871273337735,0.012911871273337735,True,True,0.0,1e+30,0.012911871273337735,500,0.4738802000065334,PASS,,0.055327359292182056,0.45061273207698993,7.360646493800399,,,,
SCHO,spring,Tension/compression spring,3,4,1009,30,500,1e+30,1e-08,0.0126656,0.015203768547713398,0.015203768547713398,True,True,0.0,1e+30,0.015203768547713398,500,0.4865312000038102,PASS,,0.06379438988380194,0.7221644407696264,3.1730916525080635,,,,
SCHO,spring,Tension/compression spring,3,4,1010,30,500,1e+30,1e-08,0.0126656,0.013053798181266917,0.013053798181266917,True,True,0.0,1e+30,0.013053798181266917,500,0.4733507999917492,PASS,,0.056180037747653296,0.47409340501185016,6.723864805118591,,,,
SCHO,spring,Tension/compression spring,3,4,1011,30,500,1e+30,1e-08,0.0126656,0.012712848052512578,0.012712848052512578,True,True,0.0,1e+30,0.012712848052512578,500,0.4859839000273496,PASS,,0.05113566650802679,0.3430897381641086,12.170568892493964,,,,
SCHO,spring,Tension/compression spring,3,4,1012,30,500,1e+30,1e-08,0.0126656,0.012741180508285831,0.012741180508285831,True,True,0.0,1e+30,0.012741180508285831,500,0.4961885999655351,PASS,,0.05347928176657921,0.40107839372232296,9.10731963102859,,,,
SCHO,spring,Tension/compression spring,3,4,1013,30,500,1e+30,1e-08,0.0126656,0.01932322470406179,0.01932322470406179,True,True,0.0,1e+30,0.01932322470406179,500,0.5011232999968342,PASS,,0.060681762683248604,0.4997743117496488,8.5,,,,
SCHO,spring,Tension/compression spring,3,4,1014,30,500,1e+30,1e-08,0.0126656,0.012826493142551361,0.012826493142551361,True,True,0.0,0.03063352778465483,0.012826493142551361,500,0.5738272999878973,PASS,,0.05433772459578199,0.42342439889793376,8.259569955024054,,,,
SCHO,spring,Tension/compression spring,3,4,1015,30,500,1e+30,1e-08,0.0126656,0.013146348239668636,0.013146348239668636,True,True,0.0,1e+30,0.013146348239668636,500,0.5243253000080585,PASS,,0.056856666147090194,0.49414590175730294,6.22975967077653,,,,
SCHO,spring,Tension/compression spring,3,4,1016,30,500,1e+30,1e-08,0.0126656,0.018924283213838707,0.018924283213838707,True,True,0.0,1e+30,0.018924283213838707,500,0.5097327999537811,PASS,,0.057176473097994375,0.500387215742888,9.568538818415755,,,,
SCHO,spring,Tension/compression spring,3,4,1017,30,500,1e+30,1e-08,0.0126656,0.0158048948272196,0.0158048948272196,True,True,0.0,1e+30,0.0158048948272196,500,0.5026688000070862,PASS,,0.05838757243614273,0.5077022598701459,7.131490581312739,,,,
SCHO,spring,Tension/compression spring,3,4,1018,30,500,1e+30,1e-08,0.0126656,0.017571707163115884,0.017571707163115884,True,True,0.0,1e+30,0.017571707163115884,500,0.5126946999807842,PASS,,0.05786551132776383,0.499787129192803,8.5,,,,
SCHO,spring,Tension/compression spring,3,4,1019,30,500,1e+30,1e-08,0.0126656,0.013963140434239487,0.013963140434239487,True,True,0.0,1e+30,0.013963140434239487,500,0.5057244999916293,PASS,,0.06009471066107664,0.5929650879072704,4.5205087920589655,,,,
SCHO,spring,Tension/compression spring,3,4,1020,30,500,1e+30,1e-08,0.0126656,0.014620665276202618,0.014620665276202618,True,True,0.0,1e+30,0.014620665276202618,500,0.4993010999751277,PASS,,0.06231274680187412,0.6686420424421528,3.631442610261912,,,,
SCHO,spring,Tension/compression spring,3,4,1021,30,500,1e+30,1e-08,0.0126656,0.01733150524335701,0.01733150524335701,True,True,0.0,1e+30,0.01733150524335701,500,0.4934773999848403,PASS,,0.05746416175085655,0.49986511860728255,8.5,,,,
SCHO,spring,Tension/compression spring,3,4,1022,30,500,1e+30,1e-08,0.0126656,0.014107267380537011,0.014107267380537011,True,True,0.0,1e+30,0.014107267380537011,500,0.5276482999906875,PASS,,0.060879529613299385,0.619851394888614,4.140627292521688,,,,
SCHO,spring,Tension/compression spring,3,4,1023,30,500,1e+30,1e-08,0.0126656,0.017825406485755372,0.017825406485755372,True,True,0.0,1e+30,0.017825406485755372,500,0.5257761999964714,PASS,,0.05827365961223459,0.49983549862912013,8.501897126390906,,,,
SCHO,spring,Tension/compression spring,3,4,1024,30,500,1e+30,1e-08,0.0126656,0.012822219578294007,0.012822219578294007,True,True,0.0,1e+30,0.012822219578294007,500,0.516637000022456,PASS,,0.054475629331740154,0.427174712077625,8.114703631755823,,,,
SCHO,spring,Tension/compression spring,3,4,1025,30,500,1e+30,1e-08,0.0126656,0.017496072651304602,0.017496072651304602,True,True,0.0,1e+30,0.017496072651304602,500,0.5170803000219166,PASS,,0.05726168249929007,0.5002087774477042,8.667460808286938,,,,
SCHO,spring,Tension/compression spring,3,4,1026,30,500,1e+30,1e-08,0.0126656,0.012982346768404715,0.012982346768404715,True,True,0.0,1e+30,0.012982346768404715,500,0.5107785000000149,PASS,,0.05558209598654749,0.45660745078128107,7.2032320324506784,,,,
SCHO,spring,Tension/compression spring,3,4,1027,30,500,1e+30,1e-08,0.0126656,0.013758445509178313,0.013758445509178313,True,True,0.0,1e+30,0.013758445509178313,500,0.5424394000438042,PASS,,0.059490007418167394,0.572951401381584,4.785213788658998,,,,
SCHO,spring,Tension/compression spring,3,4,1028,30,500,1e+30,1e-08,0.0126656,0.014752582507309386,0.014752582507309386,True,True,0.0,1e+30,0.014752582507309386,500,0.5014757000026293,PASS,,0.054432276808870736,0.407434158174812,10.220743109945744,,,,
SCHO,spring,Tension/compression spring,3,4,1029,30,500,1e+30,1e-08,0.0126656,0.012737509903694882,0.012737509903694882,True,True,0.0,0.03520584573204708,0.012737509903694882,500,0.5067034999956377,PASS,,0.05250317136416347,0.37566247713502426,10.300298268611149,,,,
GWO,pressure_vessel,Pressure vessel,4,4,1000,30,500,1e+30,1e-08,5889.0061,5928.172671705204,5928.172671705204,True,True,0.0,360040.0749641333,5928.172671705204,500,0.5797869999660179,PASS,,0.7936765725696665,0.39626285586005433,41.09979228815041,189.45665612259214,,,
GWO,pressure_vessel,Pressure vessel,4,4,1001,30,500,1e+30,1e-08,5889.0061,5900.7755218766615,5900.7755218766615,True,True,0.0,87296.81293672194,5900.7755218766615,500,0.5850027999840677,PASS,,0.781992997941395,0.38732839675891323,40.51295041265134,197.5997740207039,,,
GWO,pressure_vessel,Pressure vessel,4,4,1002,30,500,1e+30,1e-08,5889.0061,5901.214590007514,5901.214590007514,True,True,0.0,1628193.270385516,5901.214590007514,500,0.5938376999692991,PASS,,0.7788379311380723,0.3883991874469305,40.320768452105035,200.0,,,
GWO,pressure_vessel,Pressure vessel,4,4,1003,30,500,1e+30,1e-08,5889.0061,5916.123062149843,5916.123062149843,True,True,0.0,651525.8025795313,5916.123062149843,500,0.6070833000121638,PASS,,0.7882758305521284,0.39211246210035733,40.81626323684119,193.30907203530123,,,
GWO,pressure_vessel,Pressure vessel,4,4,1004,30,500,1e+30,1e-08,5889.0061,7294.9130426967795,7294.9130426967795,True,True,0.0,512042.74733181106,7294.9130426967795,500,0.6330467000370845,PASS,,1.2492412875605805,0.6180863737006081,64.66051004983409,12.639187170924393,,,
GWO,pressure_vessel,Pressure vessel,4,4,1005,30,500,1e+30,1e-08,5889.0061,5904.773165528958,5904.773165528958,True,True,0.0,552437.3070443195,5904.773165528958,500,0.5963319999864325,PASS,,0.7804169172211814,0.3908889560204176,40.43554243306491,198.42036534567737,,,
GWO,pressure_vessel,Pressure vessel,4,4,1006,30,500,1e+30,1e-08,5889.0061,6768.288927359684,6768.288927359684,True,True,0.0,499905.09889155277,6768.288927359684,500,0.593087800021749,PASS,,1.1178501817539646,0.5532649580405903,57.89879867350307,46.000599277742985,,,
GWO,pressure_vessel,Pressure vessel,4,4,1007,30,500,1e+30,1e-08,5889.0061,5912.983784810396,5912.983784810396,True,True,0.0,2120545.4517217586,5912.983784810396,500,0.6049699999857694,PASS,,0.7818691221142489,0.3904633084844918,40.48353242712395,198.00619388823134,,,
GWO,pressure_vessel,Pressure vessel,4,4,1008,30,500,1e+30,1e-08,5889.0061,7173.921379312575,7173.921379312575,True,True,0.0,398034.1415840861,7173.921379312575,500,0.5933625999605283,PASS,,1.2245740024315948,0.6035115139443853,63.2326134000038,18.926037471522136,,,
GWO,pressure_vessel,Pressure vessel,4,4,1009,30,500,1e+30,1e-08,5889.0061,6025.121006399914,6025.121006399914,True,True,0.0,479706.5049993256,6025.121006399914,500,0.591835799976252,PASS,,0.8492216542537795,0.4203458084667908,43.97268439576471,154.7776392271974,,,
GWO,pressure_vessel,Pressure vessel,4,4,1010,30,500,1e+30,1e-08,5889.0061,5920.919657921404,5920.919657921404,True,True,0.0,401618.1949076647,5920.919657921404,500,0.5724302999442443,PASS,,0.7852934314799747,0.3948007085746376,40.68700673150314,195.11050790820067,,,
GWO,pressure_vessel,Pressure vessel,4,4,1011,30,500,1e+30,1e-08,5889.0061,5964.419145672319,5964.419145672319,True,True,0.0,922677.430975352,5964.419145672319,500,0.5719188000075519,PASS,,0.8148762139672153,0.4064968882037861,42.21461458709089,175.23299053397866,,,
GWO,pressure_vessel,Pressure vessel,4,4,1012,30,500,1e+30,1e-08,5889.0061,5905.805705091165,5905.805705091165,True,True,0.0,691776.3410585837,5905.805705091165,500,0.574135800008662,PASS,,0.7808523846066148,0.38901034040418775,40.43283555317078,198.5960862290855,,,
GWO,pressure_vessel,Pressure vessel,4,4,1013,30,500,1e+30,1e-08,5889.0061,7335.187958062274,7335.187958062274,True,True,0.0,867857.4071918395,7335.187958062274,500,0.5722121000289917,PASS,,1.2594248547072138,0.622629616737144,65.1025168346344,10.600709339863373,,,
GWO,pressure_vessel,Pressure vessel,4,4,1014,30,500,1e+30,1e-08,5889.0061,7133.351516419357,7133.351516419357,True,True,0.0,406932.2070049889,7133.351516419357,500,0.6004575999686494,PASS,,1.2132378174994223,0.6000139922079967,62.79894480406211,20.96591877348749,,,
GWO,pressure_vessel,Pressure vessel,4,4,1015,30,500,1e+30,1e-08,5889.0061,5922.780470599564,5922.780470599564,True,True,0.0,190533.52989856366,5922.780470599564,500,0.6028922999976203,PASS,,0.7813696391654114,0.39607402245254403,40.48006064077839,197.89653105239987,,,
GWO,pressure_vessel,Pressure vessel,4,4,1016,30,500,1e+30,1e-08,5889.0061,5969.7425524181335,5969.7425524181335,True,True,0.0,610455.0389893202,5969.7425524181335,500,0.5784167000092566,PASS,,0.8178717383174569,0.4067693524278599,42.37569439978234,173.43877254996755,,,
GWO,pressure_vessel,Pressure vessel,4,4,1017,30,500,1e+30,1e-08,5889.0061,5937.318384186392,5937.318384186392,True,True,0.0,489649.76565592503,5937.318384186392,500,0.5855103000067174,PASS,,0.8007791509737426,0.39652224272936626,41.41961885593584,185.26862320865646,,,
GWO,pressure_vessel,Pressure vessel,4,4,1018,30,500,1e+30,1e-08,5889.0061,5920.078593709971,5920.078593709971,True,True,0.0,728254.9349264576,5920.078593709971,500,0.6071771000279114,PASS,,0.7793006534491863,0.3916199635125954,40.35827658495819,200.0,,,
GWO,pressure_vessel,Pressure vessel,4,4,1019,30,500,1e+30,1e-08,5889.0061,7148.01884509559,7148.01884509559,True,True,0.0,1697696.3547695014,7148.01884509559,500,0.567148600006476,PASS,,1.2161224054474602,0.601586636341228,62.9630244770082,20.25113536300086,,,
GWO,pressure_vessel,Pressure vessel,4,4,1020,30,500,1e+30,1e-08,5889.0061,5922.401319040053,5922.401319040053,True,True,0.0,1060016.9142327798,5922.401319040053,500,0.5647810000227764,PASS,,0.7918809767430711,0.3929844473476585,40.981701134802705,191.08289616952314,,,
GWO,pressure_vessel,Pressure vessel,4,4,1021,30,500,1e+30,1e-08,5889.0061,5901.864410615423,5901.864410615423,True,True,0.0,236800.88430299575,5901.864410615423,500,0.5630923000280745,PASS,,0.7807464179265509,0.38752508438669087,40.44111966025478,198.585949722063,,,
GWO,pressure_vessel,Pressure vessel,4,4,1022,30,500,1e+30,1e-08,5889.0061,5962.739209650361,5962.739209650361,True,True,0.0,1486046.059607426,5962.739209650361,500,0.5622006999910809,PASS,,0.8068608848440909,0.40542546140318625,41.79700585944457,180.61893380927722,,,
GWO,pressure_vessel,Pressure vessel,4,4,1023,30,500,1e+30,1e-08,5889.0061,6065.516613045081,6065.516613045081,True,True,0.0,252718.09809178684,6065.516613045081,500,0.5707587999640964,PASS,,0.867989844698184,0.42888171839858097,44.942838467025645,144.51064917913652,,,
GWO,pressure_vessel,Pressure vessel,4,4,1024,30,500,1e+30,1e-08,5889.0061,5901.727045137565,5901.727045137565,True,True,0.0,1128222.481095697,5901.727045137565,500,0.5749514999915846,PASS,,0.7803010182452707,0.38696184622354773,40.371229507194464,199.3379043922529,,,
GWO,pressure_vessel,Pressure vessel,4,4,1025,30,500,1e+30,1e-08,5889.0061,5943.470485790478,5943.470485790478,True,True,0.0,352472.18207194994,5943.470485790478,500,0.5745648000156507,PASS,,0.787212103487057,0.4003801432190395,40.73219180363851,194.41952439552423,,,
GWO,pressure_vessel,Pressure vessel,4,4,1026,30,500,1e+30,1e-08,5889.0061,6243.551588947404,6243.551588947404,True,True,0.0,1389706.780046496,6243.551588947404,500,0.5684340999578126,PASS,,0.9416663760324601,0.4676457296619363,48.73444492683521,108.74175138031337,,,
GWO,pressure_vessel,Pressure vessel,4,4,1027,30,500,1e+30,1e-08,5889.0061,5898.4678701803205,5898.4678701803205,True,True,0.0,221834.57692703692,5898.4678701803205,500,0.5820453999913298,PASS,,0.7821190404894857,0.3886720298325031,40.52368469681343,197.1888171789452,,,
GWO,pressure_vessel,Pressure vessel,4,4,1028,30,500,1e+30,1e-08,5889.0061,6169.04389919257,6169.04389919257,True,True,0.0,605068.1702506575,6169.04389919257,500,0.5806319999974221,PASS,,0.9066594139641913,0.45182463389225797,46.893295203034086,125.15569052941204,,,
GWO,pressure_vessel,Pressure vessel,4,4,1029,30,500,1e+30,1e-08,5889.0061,7053.804882307046,7053.804882307046,True,True,0.0,380921.2575358011,7053.804882307046,500,0.5733526000403799,PASS,,1.1946253947092913,0.5892779223232146,61.6740633792238,26.244274760116507,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1000,30,500,1e+30,1e-08,5889.0061,6149.3640825710845,6149.3640825710845,True,True,0.0,2183467.268260414,6149.3640825710845,500,0.5213678000145592,PASS,,0.8925943290444174,0.4442162313198946,46.11375493148403,132.93116372886658,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1001,30,500,1e+30,1e-08,5889.0061,6401.818659287066,6401.818659287066,True,True,0.0,441105.1743514994,6401.818659287066,500,0.5199052999960259,PASS,,0.984807679991754,0.48762666308747055,50.81709912589244,93.07667417690736,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1002,30,500,1e+30,1e-08,5889.0061,6296.585072339265,6296.585072339265,True,True,0.0,853373.3828037458,6296.585072339265,500,0.5173419000348076,PASS,,0.959544646964393,0.47259209028141663,49.52230403133813,102.52458586728287,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1003,30,500,1e+30,1e-08,5889.0061,6459.177437149102,6459.177437149102,True,True,0.0,686180.354219527,6459.177437149102,500,0.5217228999827057,PASS,,1.0090370357619354,0.5005143105985227,52.07668872777951,83.32121342423976,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1004,30,500,1e+30,1e-08,5889.0061,6384.064509191489,6384.064509191489,True,True,0.0,1479236.983209421,6384.064509191489,500,0.5298210000037216,PASS,,0.9886685783616188,0.4923928414812265,51.09053438671898,89.99868817490568,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1005,30,500,1e+30,1e-08,5889.0061,6300.02325445377,6300.02325445377,True,True,0.0,79067.685771217,6300.02325445377,500,0.5215482999919914,PASS,,0.9540957748059358,0.4754479367176369,49.381833344693646,103.91149451927943,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1006,30,500,1e+30,1e-08,5889.0061,6815.195877153341,6815.195877153341,True,True,0.0,248868.48617673182,6815.195877153341,500,0.5137264000368305,PASS,,1.1261016122899385,0.557732826725602,58.12249742191042,44.75043002931673,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1007,30,500,1e+30,1e-08,5889.0061,6711.259656788991,6711.259656788991,True,True,0.0,1699467.6939324555,6711.259656788991,500,0.517581699998118,PASS,,1.088218094199545,0.5427545035402433,56.25655293243797,55.79760998705105,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1008,30,500,1e+30,1e-08,5889.0061,6565.964656333514,6565.964656333514,True,True,0.0,381138.4195302282,6565.964656333514,500,0.5152762000216171,PASS,,1.0474352464354366,0.5216390028194193,54.09471508125195,69.03414547991387,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1009,30,500,1e+30,1e-08,5889.0061,6509.430685322761,6509.430685322761,True,True,0.0,116933.34858038672,6509.430685322761,500,0.5079269999987446,PASS,,1.0359027553242106,0.5117082487559587,53.553670480881735,72.767007120964,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1010,30,500,1e+30,1e-08,5889.0061,6178.078967926537,6178.078967926537,True,True,0.0,254691.6663109618,6178.078967926537,500,0.5242652000160888,PASS,,0.9097754466798904,0.4485849472696569,47.01158850259949,124.59568113816913,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1011,30,500,1e+30,1e-08,5889.0061,6441.989548837947,6441.989548837947,True,True,0.0,357541.065819876,6441.989548837947,500,0.5157624999992549,PASS,,0.9983495870119792,0.5044577546434105,51.71503716665762,85.58898855350002,,,
